,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
1/22/20,0.0,0.0,0.0,100000.0,2.0,10.0
1/23/20,0.0,0.0,0.0,99999.92594963955,2.074050190610378,10.000000169840968
1/24/20,0.0,0.0,0.0,99999.84915761967,2.1508420343679258,10.000000345970305
1/25/20,0.0,0.0,0.0,99999.76951984131,2.2304796300653136,10.000000528626789
1/26/20,0.0,0.0,0.0,99999.6869242578,2.313075024137043,10.000000718067435
1/27/20,0.0,0.0,0.0,99999.60126693758,2.398732147895769,10.000000914530634
1/28/20,0.0,0.0,0.0,99999.51243948286,2.4875593988689495,10.000001118265015
1/29/20,0.0,0.0,0.0,99999.42032783377,2.5796708366925536,10.0000013295322
1/30/20,0.0,0.0,0.0,99999.32481226829,2.6751861831110566,10.0000015486068
1/31/20,0.0,0.0,0.0,99999.22576740224,2.7742308219774454,10.00000177577642
2/1/20,0.0,0.0,0.0,99999.1230621894,2.8769357992532147,10.000002011341648
2/2/20,0.0,0.0,0.0,99999.01655992138,2.983437823008368,10.000002255616067
2/3/20,0.0,0.0,0.0,99998.90611822765,3.093879263421418,10.00000250892625
2/4/20,0.0,0.0,0.0,99998.79158907561,3.2084081527793855,10.000002771611758
2/5/20,0.0,0.0,0.0,99998.6728187705,3.327178185477802,10.00000304402514
2/6/20,0.0,0.0,0.0,99998.54964795544,3.450348718020707,10.000003326531942
2/7/20,0.0,0.0,0.0,99998.42191161147,3.578084769020647,10.000003619510693
2/8/20,0.0,0.0,0.0,99998.28943905745,3.710557019198682,10.000003923352915
2/9/20,0.0,0.0,0.0,99998.15205395015,3.847941811384376,10.00000423846312
2/10/20,0.0,0.0,0.0,99998.00957428422,3.990421150515806,10.00000456525881
2/11/20,0.0,0.0,0.0,99997.86181239219,4.138182703639554,10.000004904170474
2/12/20,0.0,0.0,0.0,99997.70857494445,4.291419799910717,10.000005255641595
2/13/20,0.0,0.0,0.0,99997.54966294927,4.450331430592891,10.000005620128645
2/14/20,0.0,0.0,0.0,99997.38487175285,4.615122249058193,10.000005998101088
2/15/20,0.0,0.0,0.0,99997.21399103917,4.78600257078724,10.000006390041369
2/16/20,0.0,0.0,0.0,99997.03673807446,4.963255128948827,10.000006796598422
2/17/20,0.0,0.0,0.0,99996.85283573162,5.147157049970098,10.000007218408244
2/18/20,0.0,0.0,0.0,99996.6620850314,5.337907312663961,10.00000765592711
2/19/20,0.0,0.0,0.0,99996.46427120392,5.535720686436296,10.000008109647538
2/20/20,0.0,0.0,0.0,99996.25916355115,5.740827868752691,10.000008580098614
2/21/20,0.0,0.0,0.0,99996.04651544701,5.9534754851384335,10.000009067845985
2/22/20,0.0,0.0,0.0,99995.82606433734,6.173926089178521,10.000009573491864
2/23/20,0.0,0.0,0.0,99995.59753173981,6.402458162517652,10.000010097675032
2/24/20,0.0,0.0,0.0,99995.36062324407,6.639366114860232,10.000010641070828
2/25/20,0.0,0.0,0.0,99995.11502851165,6.8849602839703685,10.000011204391159
2/26/20,0.0,0.0,0.0,99994.86042127595,7.139566935671874,10.0000117883845
2/27/20,0.0,0.0,0.0,99994.59645934231,7.4035282638482665,10.000012393835883
2/28/20,0.0,0.0,0.0,99994.32278458799,7.677202390442769,10.000013021566911
2/29/20,0.0,0.0,0.0,99994.03902296211,7.960963365458307,10.000013672435747
3/1/20,0.0,0.0,0.0,99993.74478448571,8.255201166957512,10.000014347337123
3/2/20,0.0,0.0,0.0,99993.43966325173,8.560321701062723,10.000015047202332
3/3/20,0.0,0.0,0.0,99993.12323742505,8.876746801955974,10.000015772999234
3/4/20,0.0,0.0,0.0,99992.79506924239,9.204914231879014,10.00001652573225
3/5/20,0.0,0.0,0.0,99992.45470501242,9.545277681133292,10.000017306442368
3/6/20,0.0,0.0,0.0,99992.10167511571,9.898306768079962,10.00001811620714
3/7/20,0.0,0.0,0.0,99991.73549400472,10.26448703913988,10.000018956140686
3/8/20,0.0,0.0,0.0,99991.35566020382,10.644319968793614,10.000019827393684
3/9/20,0.0,0.0,0.0,99990.96165630927,11.038322959581425,10.000020731153382
