,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
1/22/20,0.0,0.0,0.0,100000.0,2.0,10.0
1/23/20,0.0,0.0,0.0,99999.81893414733,2.104519214053635,10.076546638604347
1/24/20,0.0,0.0,0.0,99999.62840625597,2.2145001854632502,10.157093558563899
1/25/20,0.0,0.0,0.0,99999.42789414362,2.3302442965878334,10.24186155978646
1/26/20,0.0,0.0,0.0,99999.21684753212,2.4520691377907977,10.331083330080302
1/27/20,0.0,0.0,0.0,99998.99476623227,2.5802634377182514,10.424970330007392
1/28/20,0.0,0.0,0.0,99998.76110948452,2.7151393356673106,10.523751179806789
1/29/20,0.0,0.0,0.0,99998.51529312653,2.857034014638121,10.627672858823077
1/30/20,0.0,0.0,0.0,99998.25668959315,3.0063097013338584,10.737000705506377
1/31/20,0.0,0.0,0.0,99997.98462791642,3.163353666160728,10.852018417412333
2/1/20,0.0,0.0,0.0,99997.69839372556,3.3285782232279653,10.973028051202126
2/2/20,0.0,0.0,0.0,99997.397229247,3.5024207303478345,11.100350022642465
2/3/20,0.0,0.0,0.0,99997.08033330436,3.685343589035631,11.234323106605588
2/4/20,0.0,0.0,0.0,99996.74686131842,3.877834244509679,11.375304437069268
2/5/20,0.0,0.0,0.0,99996.39592530718,4.080405185691332,11.523669507116804
2/6/20,0.0,0.0,0.0,99996.02659388585,4.293593945204975,11.679812168937028
2/7/20,0.0,0.0,0.0,99995.6378922668,4.517963099378023,11.844144633824303
2/8/20,0.0,0.0,0.0,99995.22880225957,4.754100268240917,12.017097472178524
2/9/20,0.0,0.0,0.0,99994.79826227097,5.002618115527133,12.19911961350511
2/10/20,0.0,0.0,0.0,99994.3451673049,5.264154348673171,12.390678346415019
2/11/20,0.0,0.0,0.0,99993.86836896255,5.5393717188185665,12.592259318624734
2/12/20,0.0,0.0,0.0,99993.36667544223,5.828958020805882,12.80436653695627
2/13/20,0.0,0.0,0.0,99992.83885153948,6.133626093180709,13.027522367337173
2/14/20,0.0,0.0,0.0,99992.28347313248,6.4541974865981375,13.26232938091869
2/15/20,0.0,0.0,0.0,99991.69865233623,6.791760559544044,13.509587104230436
2/16/20,0.0,0.0,0.0,99991.08310140697,7.147058833696519,13.76983975932747
2/17/20,0.0,0.0,0.0,99990.4354765053,7.520868284910932,14.04365520978753
2/18/20,0.0,0.0,0.0,99989.75428964573,7.914047967657252,14.33166238660756
2/19/20,0.0,0.0,0.0,99989.03790869677,8.32754001502005,14.634551288203712
2/20/20,0.0,0.0,0.0,99988.28455738089,8.762369638698503,14.953072980411346
2/21/20,0.0,0.0,0.0,99987.4923152745,9.21964512900639,15.288039596485033
2/22/20,0.0,0.0,0.0,99986.65911780803,9.700557854872091,15.640324337098553
2/23/20,0.0,0.0,0.0,99985.78275626582,10.20638226383859,16.010861470344892
2/24/20,0.0,0.0,0.0,99984.8608777862,10.738475882063476,16.40064633173625
2/25/20,0.0,0.0,0.0,99983.89098536148,11.298279314318933,16.810735324204025
2/26/20,0.0,0.0,0.0,99982.8704378379,11.887316243991759,17.24224591809884
2/27/20,0.0,0.0,0.0,99981.79644991572,12.507193433083346,17.69635665119051
2/28/20,0.0,0.0,0.0,99980.66609214913,13.159600722209696,18.17430712866807
2/29/20,0.0,0.0,0.0,99979.47629094626,13.846311030601404,18.677398023139755
3/1/20,0.0,0.0,0.0,99978.22382856926,14.56918035610368,19.206991074633024
3/2/20,0.0,0.0,0.0,99976.90534313423,15.330147775176325,19.764509090594522
3/3/20,0.0,0.0,0.0,99975.51732861121,16.131235442893754,20.351435945890124
3/4/20,0.0,0.0,0.0,99974.05613482425,16.974548592944974,20.969316582804908
3/5/20,0.0,0.0,0.0,99972.51796745132,17.8622755376336,21.61975701104315
3/6/20,0.0,0.0,0.0,99970.8988880244,18.796687667877855,22.30442430772834
3/7/20,0.0,0.0,0.0,99969.19481392938,19.780139453210552,23.02504661740319
3/8/20,0.0,0.0,0.0,99967.40151840619,20.815068441779122,23.783413152029603
3/9/20,0.0,0.0,0.0,99965.51463054867,21.903995260345585,24.5813741909887
3/10/20,0.0,0.0,0.0,99963.52963530463,23.04952361428657,25.420841081080805
3/11/20,0.0,0.0,0.0,99961.44187347588,24.254340287593323,26.30378623652546
3/12/20,0.0,0.0,0.0,99959.24636805002,25.521313849519117,27.23231810045167
3/13/20,4.0,0.0,0.0,99956.93472001213,26.855260489997853,28.210019497873795
3/14/20,6.0,0.0,0.0,99954.50097936123,28.25961014157135,29.23941049720556
3/15/20,8.0,0.0,0.0,99951.94018195846,29.737235825306236,30.322582216225015
3/16/20,29.0,0.0,0.0,99949.24676031938,31.291356443743783,31.461883236865834
3/17/20,50.0,0.0,0.0,99946.41454361388,32.92553678089991,32.65991960521733
3/18/20,79.0,0.0,0.0,99943.4367576662,34.64368750226518,33.91955483152447
3/19/20,94.0,0.0,0.0,99940.306024955,36.450065154804804,35.24390989018784
3/20/20,110.0,0.0,0.0,99937.01436461328,38.349272166958635,36.63636321976366
3/21/20,135.0,0.0,0.0,99933.55319242839,40.34625684864116,38.1005507229638
3/22/20,158.0,0.0,0.0,99929.9133208421,42.446313391241546,39.640365766655776
3/23/20,162.0,0.0,0.0,99926.08495895051,44.65508186762358,41.25995918186271
3/24/20,189.0,0.0,0.0,99922.0577125041,46.978548232125675,42.96373926376339
3/25/20,217.0,0.0,0.0,99917.82058390774,49.42304432056093,44.75637177169221
3/26/20,238.0,0.0,0.0,99913.36197222063,51.99524785021707,46.64277992913924
3/27/20,274.0,0.0,0.0,99908.66967315639,54.702182419856456,48.62814442375016
3/28/20,302.0,0.0,1.0,99903.73087908296,57.551217509716125,50.7179034073263
3/29/20,308.0,0.0,1.0,99898.53217902266,60.55006848150771,52.917752495824615
3/30/20,319.0,0.0,1.0,99893.05955865222,63.706796578417524,55.233644769357696
3/31/20,296.0,41.0,1.0,99887.2984003027,67.02980892510655,57.67179077219379
4/1/20,286.0,62.0,2.0,99881.23348295953,70.52785852771035,60.238658512756764
4/2/20,297.0,68.0,4.0,99874.84898226253,74.21004427383917,62.940973463626136
4/3/20,296.0,86.0,4.0,99868.12847050588,78.08581093257794,65.78571856153704
4/4/20,302.0,93.0,5.0,99861.05491663812,82.16494915448612,68.78013420738026
4/5/20,296.0,104.0,6.0,99853.6106862622,86.45759547159795,71.93171826620221
4/6/20,286.0,123.0,6.0,99845.77754163537,90.97423229742223,75.24822606720498
4/7/20,267.0,150.0,7.0,99837.53664166931,95.72568792694246,78.73767040374622
4/8/20,257.0,192.0,7.0,99828.86854193005,100.72313653661669,82.40832153333929
4/9/20,260.0,206.0,7.0,99819.75319463796,105.97809818437773,86.26870717765317
4/10/20,273.0,214.0,7.0,99810.16994866786,111.50243880963295,90.3276125225124
4/11/20,270.0,224.0,7.0,99800.092753019,117.31093359207634,94.59631338891433
4/12/20,242.0,231.0,7.0,99789.48466473926,123.42428040917966,99.09105485155956
4/13/20,227.0,248.0,8.0,99778.3230695672,129.8556540961711,103.8212763366168
4/14/20,224.0,260.0,8.0,99766.58420710287,136.6189048353015,108.79688806182014
4/15/20,212.0,272.0,9.0,99754.24179161218,143.72929220964522,114.02891617817258
4/16/20,207.0,286.0,9.0,99741.26701202695,151.20348520310034,119.52950276994608
4/17/20,205.0,294.0,9.0,99727.62853194492,159.05956220038846,125.3119058546815
4/18/20,210.0,298.0,9.0,99713.29248962975,167.31701098705474,131.39049938318868
4/19/20,220.0,298.0,10.0,99698.22249801097,175.996728749468,137.7807732395463
4/20/20,212.0,313.0,10.0,99682.37964468407,185.1210220748206,144.49933324110208
4/21/20,207.0,324.0,12.0,99665.72249191039,194.7136069511285,151.5639011384726
4/22/20,200.0,337.0,12.0,99648.20707661721,204.7996087672312,158.99331461554337
4/23/20,191.0,354.0,12.0,99629.78691039773,215.40556231279197,166.80752728946885
4/24/20,182.0,369.0,12.0,99610.41297951102,226.55941177829746,175.02760871067244
4/25/20,212.0,370.0,14.0,99590.03374488208,238.290510755058,183.67574436284644
4/26/20,216.0,375.0,15.0,99568.59514210183,250.62962223520753,192.77523566295213
4/27/20,219.0,386.0,15.0,99546.04058142706,263.60891861170353,202.35049996121967
4/28/20,216.0,394.0,15.0,99522.31094778051,277.2619816783271,212.42707054114817
4/29/20,203.0,412.0,15.0,99497.3446007508,291.623802629683,223.03159661950562
4/30/20,209.0,417.0,17.0,99471.07737459245,306.7307820611994,234.19184334632905
5/1/20,196.0,435.0,17.0,99443.44257822593,322.6207299691281,245.93669180492432
5/2/20,195.0,440.0,17.0,99414.37099523758,339.3328657505448,258.2961390118663
5/3/20,196.0,442.0,17.0,99383.79088387964,356.9078182033483,271.3012979169987
5/4/20,193.0,447.0,17.0,99351.6279770703,375.3876255262615,284.9843974034343
5/5/20,185.0,468.0,17.0,99317.8054823936,394.8157353188304,299.3787822875546
5/6/20,170.0,486.0,17.0,99282.24408209955,415.2370045814248,314.51891331901015
5/7/20,175.0,492.0,17.0,99244.86193310402,436.69769971523823,330.44036718072056
5/8/20,170.0,506.0,18.0,99205.57466698883,459.24549652228774,347.1798364888741
5/9/20,171.0,513.0,18.0,99164.29539000164,482.9294802054137,364.77512979292817
5/10/20,171.0,517.0,19.0,99120.9346830561,507.8001453682805,383.26517157560914
5/11/20,169.0,523.0,19.0,99075.39383352117,533.9099177878414,402.69624869098266
5/12/20,166.0,532.0,19.0,99027.54927876264,561.3184809301964,423.1322403071551
5/13/20,155.0,545.0,19.0,98977.28982998324,590.0917110528798,444.61845896386603
5/14/20,158.0,547.0,19.0,98924.49901441681,620.2989496852497,467.202035897934
5/15/20,160.0,553.0,19.0,98869.0528931134,652.0129778964642,490.93412899011935
5/16/20,156.0,558.0,19.0,98810.82006093938,685.310016295481,515.8699227651236
5/17/20,150.0,564.0,20.0,98749.66164657734,720.2697250310569,542.06862839159
5/18/20,148.0,569.0,20.0,98685.43131252614,756.9752037917486,569.5934836821032
5/19/20,139.0,579.0,20.0,98617.97525510089,795.5129918059124,598.5117530931893
5/20/20,138.0,588.0,20.0,98547.13220443297,835.9730678417042,628.8947277253163
5/21/20,135.0,594.0,20.0,98472.73342447002,878.4488502070792,660.8177253228932
5/22/20,130.0,603.0,20.0,98394.60271297593,923.0371967497923,694.3600902742708
5/23/20,126.0,616.0,22.0,98312.55640153085,969.8384048573982,729.6051936117414
5/24/20,129.0,618.0,22.0,98226.4033555312,1018.9562114572511,766.6404330115386
05/25/20,,,,98135.94497418965,1070.4977930165041,805.5572327938378
05/26/20,,,,98040.97519053513,1124.573765542111,846.4510439227556
05/27/20,,,,97941.28047141281,1181.2981845808245,889.4213440063504
05/28/20,,,,97836.63981748417,1240.7885452191967,934.5716372966224
05/29/20,,,,97726.8247632269,1303.1657820835796,982.009454689512
05/30/20,,,,97611.59937693496,1368.554269340125,1031.846353724903
05/31/20,,,,97490.72026071859,1437.0818206947838,1084.1979185866192
06/01/20,,,,97363.93655050427,1508.8796893933068,1139.1837601024265
06/02/20,,,,97230.98991603471,1584.0825682212437,1196.9275157440322
06/03/20,,,,97091.61456086895,1662.8285895039455,1257.5568496270853
06/04/20,,,,96945.53722238226,1745.2593251065598,1321.203452511176
06/05/20,,,,96792.47717176612,1831.5197864340373,1388.0030417998369
06/06/20,,,,96632.14621402833,1921.7584244311254,1458.09536154054
06/07/20,,,,96464.24868799292,2016.127129582373,1531.6241824247018
06/08/20,,,,96288.48146630019,2114.7812319121267,1608.737301787677
06/09/20,,,,96104.53395540669,2217.8795009845353,1689.5865436087654
06/10/20,,,,95912.13245299745,2325.5463555036818,1774.3211914988478
06/11/20,,,,95711.32169571887,2437.6252763049365,1863.0530279761856
06/12/20,,,,95501.6897790672,2554.3318669515265,1955.9783539812668
06/13/20,,,,95282.71138220264,2675.9719961989485,2053.3166215983947
06/14/20,,,,95053.87413662755,2802.835388462204,2155.290474910227
06/15/20,,,,94814.6786261864,2935.195623815802,2262.1257499977764
06/16/20,,,,94564.63838706582,3073.310137993757,2374.05147494041
06/17/20,,,,94303.27990779455,3217.4202223895904,2491.299869815849
06/18/20,,,,94030.14262924349,3367.7510240563297,2614.1063467001695
06/19/20,,,,93744.77894462568,3524.511545706508,2742.7095096678026
06/20/20,,,,93446.75419949628,3687.8946457121656,2877.351154791533
06/21/20,,,,93135.64669175264,3858.077038104849,3018.2762701425004
06/22/20,,,,92811.04767163418,4035.21929257561,3165.7330357902
06/23/20,,,,92472.5613417225,4219.465834475007,3319.97282380248
06/24/20,,,,92119.80485694134,4410.944944813106,3481.2501982455433
06/25/20,,,,91752.40832455656,4609.768760259478,3649.8229151839496
06/26/20,,,,91370.01480417617,4816.0332731432,3825.9519226806106
06/27/20,,,,90972.28030775033,5029.818331452856,4009.9013607967927
06/28/20,,,,90558.87379957133,5251.187638836536,4201.93856159212
06/29/20,,,,90129.47719627358,5480.188754601837,4402.334049124567
06/30/20,,,,89683.78536683366,5716.85309371586,4611.361539450464
07/01/20,,,,89221.50613257027,5961.195926805217,4829.297940624499
07/02/20,,,,88742.36026714425,6213.216380156019,5056.4233526997095
07/03/20,,,,88246.08149655859,6472.897435713891,5293.021067727492
07/04/20,,,,87732.41649915843,6740.205931083958,5539.377569757593
07/05/20,,,,87201.124905631,7015.092559530855,5795.782534838118
07/06/20,,,,86651.97929900572,7297.491869978723,6062.528831015527
07/07/20,,,,86084.76521465412,7587.322267011209,6339.912518334631
07/08/20,,,,85499.28114028991,7884.486010871462,6628.2328488385965
07/09/20,,,,84895.33851596886,8188.869217462145,6927.792266568947
07/10/20,,,,84272.76173408897,8500.341858345422,7238.896407565559
07/11/20,,,,83631.38813939033,8818.757760742963,7561.854099866662
07/12/20,,,,82971.09469743463,9144.085081016501,7896.820221548856
07/13/20,,,,82291.95245500318,9476.141623985566,8243.905921011245
07/14/20,,,,81594.13886772617,9814.452681136983,8603.408451136827
07/15/20,,,,80877.8762402727,10158.525132401237,8975.598627326048
07/16/20,,,,80143.43166355483,10507.848401806776,9360.719934638386
07/17/20,,,,79391.1170147276,10861.89445748002,9758.988527792366
07/18/20,,,,78621.28895718907,11220.117811645365,10170.593231165552
07/19/20,,,,77834.34894058027,11581.95552062517,10595.695538794549
07/20/20,,,,77030.74320078522,11946.827184839769,11034.429614375003
07/21/20,,,,76210.96275993093,12314.134948807467,11486.902291261596
07/22/20,,,,75375.54342638739,12683.263501144535,11953.193072468057
07/23/20,,,,74525.06579476761,13053.58007456522,12433.354130667152
07/24/20,,,,73660.15524592757,13424.434445881732,12927.41030819069
07/25/20,,,,72781.4819469662,13795.158936004264,13435.359117029515
07/26/20,,,,71889.76085122551,14165.068409940963,13957.170738833516
07/27/20,,,,70985.7516982904,14533.46027679796,14492.788024911624
07/28/20,,,,70070.25901398883,14899.61448977935,15042.12649623181
07/29/20,,,,69144.13211039171,15262.7935461872,15605.074343421082
07/30/20,,,,68208.26508581295,15622.242487421547,16181.492426765486
07/31/20,,,,67263.59682480947,15977.1888989804,16771.214276210118
08/01/20,,,,66311.11099818115,16326.842910459734,17374.04609135911
08/02/20,,,,65351.83606297085,16670.3971955535,17989.766741475632
08/03/20,,,,64386.84526246447,17007.026972053623,18618.1277654819
08/04/20,,,,63417.256626190836,17335.890001849977,19258.85337195916
08/05/20,,,,62444.232969921824,17656.126590930442,19911.64043914772
08/06/20,,,,61468.981895672245,17966.85958938083,20576.158514946903
08/07/20,,,,60492.75579169994,18267.194391384954,21252.04981691509
08/08/20,,,,59516.85183250572,18556.218935224584,21938.929232269686
